review_id,product_id,category,seller_id,user_id,rating,review_text,delivery_time,verified_purchase,helpful_votes,review_date,sales,review_length,word_count,sentiment_label
R12709,P1103,Electronics,S221,U9514,2,Very disappointed. Poor size and arrived damaged. Customer support helped.,3,True,0,2021-11-13,76,74,10,negative
R12710,P1094,Home & Kitchen,S290,U11336,4,Very satisfied with the material and performance. Works as expected.,4,True,0,2021-06-04,96,68,10,positive
R12711,P1212,Grocery,S200,U10947,4,"Excellent product, great performance, highly recommend!",1,True,1,2023-06-27,80,55,6,positive
R12712,P1001,Electronics,S266,U6698,5,Good value for money. performance is top notch. Customer support helped.,4,True,0,2024-07-01,52,72,11,positive
R12713,P1257,Home & Kitchen,S347,U11522,3,It's okay. The battery is average.,1,True,0,2024-12-21,53,34,6,neutral
R12714,P1152,Sports,S277,U10963,3,It's okay. The quality is average.,4,False,8,2023-08-28,73,34,6,neutral
R12715,P1400,Home & Kitchen,S324,U11214,5,Five stars. Great fit and fast delivery.,3,True,38,2021-01-05,89,40,7,positive
R12716,P1431,Books,S297,U8520,3,It's okay. The delivery is average.,7,False,0,2024-09-18,59,35,6,neutral
R12717,P1182,Home & Kitchen,S238,U10196,3,Neither good nor bad; material could be better.,4,True,0,2022-10-08,81,47,8,neutral
R12718,P1304,Clothing,S213,U8978,5,Very satisfied with the price and performance. Works as expected. Not worth the price.,6,True,0,2023-09-20,62,86,14,positive
R12719,P1383,Grocery,S225,U9704,3,Decent product for the price. performance is acceptable.,1,True,0,2024-12-17,74,56,8,neutral
R12720,P1259,Beauty,S268,U8500,5,Five stars. Great quality and fast delivery.,5,True,0,2022-08-01,89,44,7,positive
R12721,P1305,Grocery,S252,U10752,3,It's okay. The size is average.,1,True,0,2021-09-27,73,31,6,neutral
R12722,P1381,Clothing,S225,U6822,3,Neither good nor bad; price could be better.,4,True,0,2024-04-14,91,44,8,neutral
R12723,P1360,Grocery,S339,U9371,3,Decent product for the price. packaging is acceptable.,3,True,0,2022-11-27,17,54,8,neutral
R12724,P1116,Toys,S303,U7060,4,"Excellent product, great quality, highly recommend!",3,True,0,2021-12-01,72,51,6,positive
R12725,P1070,Electronics,S245,U6581,4,Five stars. Great price and fast delivery.,3,True,0,2024-07-28,94,42,7,positive
R12726,P1082,Toys,S315,U7793,5,Loved it — material exceeded my expectations.,9,True,1,2023-12-14,87,45,7,positive
R12727,P1072,Grocery,S269,U6054,2,Wrong size and bad packaging. size was the main issue.,2,True,1,2024-01-25,102,54,10,negative
R12728,P1497,Clothing,S328,U11945,5,"EXCELLENT PRODUCT, GREAT BATTERY, HIGHLY RECOMMEND!",3,False,0,2022-02-14,96,51,6,positive
R12729,P1357,Grocery,S288,U10925,1,Stopped working after a few days. Terrible battery.,6,True,0,2022-07-10,71,51,8,negative
R12730,P1200,Electronics,S215,U5200,3,Decent product for the price. fit is acceptable.,4,True,9,2023-03-04,56,48,8,neutral
R12731,P1098,Home & Kitchen,S270,U10556,3,It's okay. The performance is average.,4,True,1,2022-02-17,74,38,6,neutral
R12732,P1202,Home & Kitchen,S253,U11586,4,"EXCELLENT PRODUCT, GREAT PACKAGING, HIGHLY RECOMMEND!",5,True,0,2023-02-26,81,53,6,positive
R12733,P1205,Grocery,S220,U6084,2,Very disappointed. Poor quality and arrived damaged.,2,True,0,2023-11-04,69,52,7,negative
R12734,P1208,Beauty,S244,U7275,3,Neither good nor bad; fit could be better.,5,True,0,2023-01-05,77,42,8,neutral
R12735,P1454,Home & Kitchen,S250,U9043,4,"Excellent product, great fit, highly recommend!",3,True,7,2021-01-15,106,47,6,positive
R12736,P1026,Beauty,S261,U8165,2,Wrong size and bad packaging. performance was the main issue.,5,True,0,2021-09-29,96,61,10,negative
R12737,P1149,Beauty,S258,U10597,4,Good value for money. quality is top notch. Customer support helped.,4,True,0,2022-06-10,113,68,11,positive
R12738,P1441,Toys,S202,U7478,4,"Excellent product, great battery, highly recommend!",5,True,0,2021-10-22,66,51,6,positive
R12739,P1410,Electronics,S225,U11947,4,Very satisfied with the size and performance. Works as expected.,3,True,0,2022-04-23,46,64,10,positive
R12740,P1428,Electronics,S243,U7607,4,"Excellent product, great warranty, highly recommend!",2,True,0,2021-04-04,84,52,6,positive
R12741,P1451,Toys,S264,U10097,1,Stopped working after a few days. Terrible battery.,1,True,0,2021-04-03,27,51,8,negative
R12742,P1408,Clothing,S311,U10682,4,"Excellent product, great fit, highly recommend!",4,False,0,2022-07-24,76,47,6,positive
R12743,P1382,Beauty,S312,U5566,5,GOOD VALUE FOR MONEY. SIZE IS TOP NOTCH.,6,True,1,2024-05-28,127,40,8,positive
R12744,P1243,Sports,S303,U9885,2,Wrong size and bad packaging. warranty was the main issue. Packaging was neat.,3,True,0,2022-03-06,40,78,13,negative
R12745,P1185,Sports,S277,U8188,3,Neither good nor bad; price could be better.,0,True,2,2022-12-26,96,44,8,neutral
R12746,P1385,Clothing,S316,U11308,5,Loved it — material exceeded my expectations.,3,True,4,2023-10-18,99,45,7,positive
R12747,P1327,Toys,S327,U10235,5,FIVE STARS. GREAT SIZE AND FAST DELIVERY.,1,False,2,2024-01-29,82,41,7,positive
R12748,P1023,Sports,S251,U6149,2,Very disappointed. Poor material and arrived damaged.,3,True,0,2021-04-01,35,53,7,negative
R12749,P1410,Electronics,S225,U6910,5,Good value for money. packaging is top notch.,3,True,0,2022-07-29,76,45,8,positive
R12750,P1312,Beauty,S231,U11893,4,Loved it — quality exceeded my expectations.,3,True,0,2023-06-21,55,44,7,positive
R12751,P1340,Electronics,S330,U8766,1,Stopped working after a few days. Terrible warranty.,2,False,0,2021-08-21,35,52,8,negative
R12752,P1336,Sports,S341,U7529,5,Five stars. Great packaging and fast delivery.,1,True,0,2021-11-22,95,46,7,positive
R12753,P1103,Electronics,S221,U5030,4,Five stars. Great performance and fast delivery.,3,False,0,2023-12-01,103,48,7,positive
R12754,P1447,Books,S313,U8247,4,Good value for money. performance is top notch. Customer support helped.,0,True,1,2023-05-30,68,72,11,positive
R12755,P1015,Beauty,S338,U11036,5,Five stars. Great fit and fast delivery.,4,True,0,2023-09-12,74,40,7,positive
R12756,P1149,Beauty,S258,U9229,4,"Excellent product, great size, highly recommend!",2,True,0,2022-01-08,92,48,6,positive
R12757,P1431,Books,S297,U9836,1,Very disappointed. Poor size and arrived damaged.,1,False,1,2021-07-04,69,49,7,negative
R12758,P1239,Beauty,S312,U9430,2,Bad experience — performance is subpar and delivery was late.,2,True,16,2022-11-28,62,61,10,negative
R12759,P1288,Grocery,S280,U7559,4,Five stars. Great material and fast delivery.,1,False,0,2022-04-28,69,45,7,positive
R12760,P1068,Electronics,S239,U8769,2,Bad experience — delivery is subpar and delivery was late.,2,False,0,2021-02-25,49,58,10,negative
R12761,P1077,Beauty,S268,U6402,4,Loved it — size exceeded my expectations.,7,True,0,2022-07-13,120,41,7,positive
R12762,P1446,Toys,S218,U11549,5,Loved it — performance exceeded my expectations. Packaging was neat.,3,True,1,2024-12-11,82,68,10,positive
R12763,P1132,Home & Kitchen,S264,U5578,3,Neither good nor bad; warranty could be better.,3,True,1,2024-01-21,51,47,8,neutral
R12764,P1276,Home & Kitchen,S282,U10114,3,Neither good nor bad; quality could be better.,9,True,0,2023-10-09,88,46,8,neutral
R12765,P1308,Toys,S233,U5475,3,Decent product for the price. performance is acceptable.,3,True,1,2023-03-11,88,56,8,neutral
R12766,P1085,Toys,S345,U8317,1,Bad experience — performance is subpar and delivery was late.,4,True,2,2021-02-16,41,61,10,negative
R12767,P1440,Books,S265,U6274,4,Loved it — quality exceeded my expectations.,5,True,0,2022-01-05,29,44,7,positive
R12768,P1058,Toys,S217,U10174,4,"Excellent product, great price, highly recommend!",0,False,0,2024-01-25,50,49,6,positive
R12769,P1051,Toys,S230,U6267,2,Wrong size and bad packaging. price was the main issue.,4,True,14,2021-02-24,58,55,10,negative
R12770,P1332,Books,S323,U11779,5,"Excellent product, great warranty, highly recommend!",2,False,1,2021-03-17,89,52,6,positive
R12771,P1447,Books,S313,U5970,5,Loved it — quality exceeded my expectations.,4,True,6,2021-10-22,85,44,7,positive
R12772,P1198,Books,S278,U9532,3,It's okay. The price is average.,2,False,0,2023-06-14,89,32,6,neutral
R12773,P1338,Beauty,S298,U7488,5,Loved it — price exceeded my expectations.,4,True,25,2022-11-03,87,42,7,positive
R12774,P1235,Home & Kitchen,S242,U9186,4,Loved it — price exceeded my expectations.,1,False,0,2022-01-27,93,42,7,positive
R12775,P1173,Beauty,S264,U7902,4,"Excellent product, great warranty, highly recommend!",2,True,1,2024-09-09,109,52,6,positive
R12776,P1460,Beauty,S346,U6786,5,Good value for money. packaging is top notch.,5,True,0,2023-06-21,68,45,8,positive
R12777,P1346,Toys,S329,U5268,4,Very satisfied with the fit and performance. Works as expected.,2,True,0,2022-04-01,87,63,10,positive
R12778,P1264,Beauty,S332,U7243,2,Stopped working after a few days. Terrible battery. Packaging was neat.,4,True,0,2021-06-06,33,71,11,negative
R12779,P1159,Beauty,S341,U5523,3,Neither good nor bad; battery could be better.,5,True,25,2022-04-10,79,46,8,neutral
R12780,P1331,Electronics,S306,U11498,5,"Excellent product, great fit, highly recommend!",3,True,19,2023-03-17,47,47,6,positive
R12781,P1419,Grocery,S291,U11360,4,Five stars. Great performance and fast delivery. Will buy again.,5,False,0,2024-06-19,95,64,10,positive
R12782,P1228,Electronics,S339,U9405,1,Bad experience — quality is subpar and delivery was late.,2,True,2,2023-01-02,43,57,10,negative
R12783,P1218,Grocery,S259,U9197,3,Neither good nor bad; battery could be better.,1,True,1,2022-04-20,54,46,8,neutral
R12784,P1419,Grocery,S291,U11325,4,Loved it — material exceeded my expectations.,6,False,0,2024-06-09,88,45,7,positive
R12785,P1163,Home & Kitchen,S226,U8930,4,Loved it — size exceeded my expectations.,4,True,0,2023-10-18,43,41,7,positive
R12786,P1187,Beauty,S263,U8711,3,Decent product for the price. delivery is acceptable.,2,True,0,2023-11-09,20,53,8,neutral
R12787,P1201,Electronics,S225,U9583,3,Decent product for the price. size is acceptable. Will buy again.,3,True,0,2022-09-16,41,65,11,neutral
R12788,P1328,Clothing,S274,U6340,4,Very satisfied with the size and performance. Works as expected.,2,True,2,2021-05-22,46,64,10,positive
R12789,P1281,Sports,S326,U7842,3,Decent product for the price. battery is acceptable.,4,False,0,2022-03-01,66,52,8,neutral
R12790,P1153,Electronics,S203,U7389,4,Loved it — material exceeded my expectations.,4,True,2,2024-07-18,110,45,7,positive
R12791,P1293,Clothing,S331,U7922,2,Stopped working after a few days. Terrible performance.,2,True,0,2024-06-02,86,55,8,negative
R12792,P1058,Toys,S217,U8479,4,Loved it — packaging exceeded my expectations. Will buy again.,4,True,4,2024-09-22,72,62,10,positive
R12793,P1048,Beauty,S262,U8313,1,Very disappointed. Poor price and arrived damaged.,1,True,0,2022-09-07,36,50,7,negative
R12794,P1428,Electronics,S243,U7240,4,LOVED IT — WARRANTY EXCEEDED MY EXPECTATIONS.,4,False,2,2022-02-21,87,45,7,positive
R12795,P1355,Electronics,S337,U8988,4,Good value for money. warranty is top notch. Not worth the price.,9,True,0,2023-04-10,119,65,12,positive
R12796,P1147,Books,S249,U10443,2,BAD EXPERIENCE — SIZE IS SUBPAR AND DELIVERY WAS LATE.,3,False,0,2024-07-23,74,54,10,negative
R12797,P1178,Grocery,S325,U11136,5,Five stars. Great quality and fast delivery.,5,True,4,2024-02-17,102,44,7,positive
R12798,P1456,Clothing,S323,U6545,5,Loved it — material exceeded my expectations.,4,False,1,2023-04-28,96,45,7,positive
R12799,P1222,Toys,S218,U5638,4,Very satisfied with the quality and performance. Works as expected.,3,True,1,2021-03-07,78,67,10,positive
R12800,P1068,Electronics,S239,U11499,2,Bad experience — delivery is subpar and delivery was late.,2,True,0,2021-03-23,60,58,10,negative
R12801,P1037,Home & Kitchen,S241,U6710,5,Loved it — warranty exceeded my expectations.,2,True,0,2021-02-03,105,45,7,positive
R12802,P1048,Beauty,S262,U8885,3,Decent product for the price. warranty is acceptable. Not worth the price.,2,True,0,2022-07-16,81,74,12,neutral
R12803,P1150,Beauty,S292,U5220,4,Very satisfied with the price and performance. Works as expected.,3,True,1,2023-03-21,111,65,10,positive
R12804,P1464,Sports,S275,U7953,4,Good value for money. material is top notch. Customer support helped.,4,True,9,2023-09-30,102,69,11,positive
R12805,P1384,Grocery,S334,U6050,4,Very satisfied with the material and performance. Works as expected. Packaging was neat.,3,False,0,2024-07-21,97,88,13,positive
R12806,P1171,Books,S247,U7916,5,Very satisfied with the price and performance. Works as expected.,2,False,0,2022-06-23,78,65,10,positive
R12807,P1415,Grocery,S211,U5759,5,Five stars. Great battery and fast delivery. Not worth the price.,4,False,0,2024-01-27,81,65,11,positive
R12808,P1165,Toys,S346,U5020,5,Good value for money. delivery is top notch.,4,False,0,2022-07-10,77,44,8,positive
R12809,P1399,Clothing,S281,U7363,5,Five stars. Great battery and fast delivery.,8,True,0,2024-03-18,82,44,7,positive
R12810,P1000,Home & Kitchen,S212,U7463,5,VERY SATISFIED WITH THE WARRANTY AND PERFORMANCE. WORKS AS EXPECTED.,4,True,0,2024-11-25,52,68,10,positive
R12811,P1042,Beauty,S279,U8062,5,Good value for money. warranty is top notch.,2,True,2,2024-11-27,84,44,8,positive
R12812,P1400,Home & Kitchen,S324,U9819,5,Five stars. Great warranty and fast delivery.,3,True,0,2024-11-10,47,45,7,positive
R12813,P1004,Beauty,S254,U7371,4,Five stars. Great quality and fast delivery.,0,True,0,2021-07-14,85,44,7,positive
R12814,P1263,Home & Kitchen,S320,U6591,5,Five stars. Great quality and fast delivery.,12,True,0,2023-09-11,83,44,7,positive
R12815,P1494,Electronics,S338,U6992,4,Good value for money. packaging is top notch.,4,True,0,2022-04-14,45,45,8,positive
R12816,P1221,Beauty,S316,U8943,1,Wrong size and bad packaging. performance was the main issue.,4,True,0,2024-01-29,40,61,10,negative
R12817,P1039,Home & Kitchen,S227,U9495,4,"Excellent product, great warranty, highly recommend! Customer support helped.",5,True,0,2022-11-09,124,77,9,positive
R12818,P1389,Toys,S239,U8720,4,Loved it — quality exceeded my expectations.,10,False,1,2024-09-06,93,44,7,positive
R12819,P1101,Books,S332,U7002,3,Neither good nor bad; packaging could be better.,4,True,0,2021-03-10,79,48,8,neutral
R12820,P1027,Sports,S232,U6512,4,"Excellent product, great size, highly recommend!",2,False,10,2024-11-16,88,48,6,positive
R12821,P1482,Toys,S312,U7745,2,Stopped working after a few days. Terrible quality.,1,True,0,2022-08-16,26,51,8,negative
R12822,P1403,Home & Kitchen,S217,U6256,3,NEITHER GOOD NOR BAD; QUALITY COULD BE BETTER.,1,True,0,2024-04-20,77,46,8,neutral
R12823,P1289,Toys,S264,U6160,5,"Excellent product, great quality, highly recommend!",0,True,0,2023-11-30,80,51,6,positive
R12824,P1072,Grocery,S269,U6054,4,VERY SATISFIED WITH THE DELIVERY AND PERFORMANCE. WORKS AS EXPECTED.,3,False,1,2024-04-17,79,68,10,positive
R12825,P1066,Beauty,S292,U6508,2,Very disappointed. Poor delivery and arrived damaged.,11,True,0,2021-04-05,52,53,7,negative
R12826,P1435,Books,S236,U5618,4,Very satisfied with the packaging and performance. Works as expected.,6,True,0,2022-04-12,95,69,10,positive
R12827,P1328,Clothing,S274,U6427,4,Very satisfied with the fit and performance. Works as expected.,3,True,2,2022-05-14,60,63,10,positive
R12828,P1375,Toys,S238,U9896,5,Good value for money. battery is top notch.,2,True,0,2022-09-16,97,43,8,positive
R12829,P1095,Clothing,S266,U9100,5,Good value for money. material is top notch.,2,False,0,2021-12-21,99,44,8,positive
R12830,P1135,Clothing,S249,U9781,2,Wrong size and bad packaging. performance was the main issue.,3,True,1,2024-04-09,71,61,10,negative
R12831,P1486,Grocery,S233,U7921,4,Loved it — size exceeded my expectations.,2,False,1,2022-05-12,87,41,7,positive
R12832,P1141,Beauty,S255,U10422,3,Decent product for the price. price is acceptable.,0,False,0,2022-12-31,65,50,8,neutral
R12833,P1207,Books,S261,U11839,4,Good value for money. packaging is top notch.,4,True,23,2022-11-12,69,45,8,positive
R12834,P1288,Grocery,S280,U11939,4,Good value for money. packaging is top notch.,0,True,0,2022-05-20,128,45,8,positive
R12835,P1446,Toys,S218,U10239,5,"Excellent product, great performance, highly recommend!",2,True,0,2023-01-27,116,55,6,positive
R12836,P1112,Electronics,S204,U7041,4,Five stars. Great material and fast delivery.,1,True,0,2022-07-09,105,45,7,positive
R12837,P1472,Grocery,S273,U11264,4,Loved it — material exceeded my expectations.,1,True,0,2024-12-02,77,45,7,positive
R12838,P1352,Toys,S325,U10732,3,It's okay. The material is average.,2,False,0,2022-05-27,58,35,6,neutral
R12839,P1078,Books,S282,U7372,1,Wrong size and bad packaging. size was the main issue.,6,True,1,2021-06-17,65,54,10,negative
R12840,P1080,Books,S222,U10250,3,Decent product for the price. warranty is acceptable.,4,True,0,2022-04-05,45,53,8,neutral
R12841,P1165,Toys,S346,U7223,4,Good value for money. size is top notch.,10,True,1,2024-03-29,101,40,8,positive
R12842,P1013,Beauty,S320,U8382,3,Neither good nor bad; packaging could be better.,2,True,0,2022-04-30,32,48,8,neutral
R12843,P1315,Sports,S240,U9984,4,"Excellent product, great performance, highly recommend!",2,False,1,2021-06-20,110,55,6,positive
R12844,P1051,Toys,S230,U8224,4,Very satisfied with the performance and performance. Works as expected.,2,True,0,2022-03-03,79,71,10,positive
R12845,P1242,Grocery,S277,U6071,4,"Excellent product, great material, highly recommend!",3,True,8,2021-07-15,73,52,6,positive
R12846,P1140,Grocery,S249,U9393,3,Neither good nor bad; price could be better.,2,True,0,2021-10-14,79,44,8,neutral
R12847,P1197,Home & Kitchen,S309,U10995,5,Five stars. Great battery and fast delivery.,3,True,4,2022-02-07,106,44,7,positive
R12848,P1303,Sports,S313,U11293,4,Loved it — battery exceeded my expectations.,2,True,1,2024-03-30,69,44,7,positive
R12849,P1425,Beauty,S305,U10184,4,Loved it — delivery exceeded my expectations.,5,True,0,2022-01-27,67,45,7,positive
R12850,P1306,Clothing,S268,U5891,3,It's okay. The warranty is average.,3,True,2,2022-09-08,68,35,6,neutral
R12851,P1005,Clothing,S316,U6763,5,Five stars. Great material and fast delivery.,1,True,0,2022-01-07,62,45,7,positive
R12852,P1328,Clothing,S274,U8388,4,Good value for money. material is top notch.,3,False,0,2021-02-22,103,44,8,positive
R12853,P1210,Electronics,S219,U10586,2,Bad experience — performance is subpar and delivery was late.,0,True,0,2023-03-09,87,61,10,negative
R12854,P1055,Sports,S336,U6391,5,Five stars. Great fit and fast delivery. Customer support helped.,4,True,1,2024-04-13,87,65,10,positive
R12855,P1017,Beauty,S289,U11237,4,Very satisfied with the packaging and performance. Works as expected.,5,True,135,2024-09-25,117,69,10,positive
R12856,P1214,Grocery,S315,U11825,4,Very satisfied with the warranty and performance. Works as expected.,3,True,0,2024-02-28,91,68,10,positive
R12857,P1279,Toys,S284,U11530,4,"Excellent product, great battery, highly recommend!",2,True,0,2022-03-20,89,51,6,positive
R12858,P1019,Toys,S217,U5605,4,FIVE STARS. GREAT BATTERY AND FAST DELIVERY. CUSTOMER SUPPORT HELPED.,3,True,12,2024-04-23,79,69,10,positive
R12859,P1339,Beauty,S248,U10387,3,It's okay. The packaging is average. Packaging was neat.,4,False,1,2021-03-21,30,56,9,neutral
R12860,P1077,Beauty,S268,U9338,5,Loved it — performance exceeded my expectations.,3,True,0,2021-03-09,113,48,7,positive
R12861,P1382,Beauty,S312,U5592,4,Five stars. Great price and fast delivery. Packaging was neat.,4,True,0,2022-06-13,69,62,10,positive
R12862,P1256,Books,S258,U11084,4,Good value for money. fit is top notch.,4,True,10,2022-02-09,75,39,8,positive
R12863,P1038,Grocery,S279,U8485,4,Loved it — quality exceeded my expectations.,4,False,1,2024-04-26,93,44,7,positive
R12864,P1051,Toys,S230,U6682,3,Neither good nor bad; performance could be better. Packaging was neat.,2,True,9,2021-06-26,51,70,11,neutral
R12865,P1404,Beauty,S260,U9059,1,Bad experience — packaging is subpar and delivery was late.,5,True,0,2021-02-03,33,59,10,negative
R12866,P1069,Beauty,S311,U7485,4,"Excellent product, great warranty, highly recommend!",3,True,0,2022-08-16,128,52,6,positive
R12867,P1047,Home & Kitchen,S219,U5976,4,Five stars. Great delivery and fast delivery.,4,False,1,2024-11-28,76,45,7,positive
R12868,P1038,Grocery,S279,U11329,1,Bad experience — price is subpar and delivery was late.,1,True,0,2022-08-27,75,55,10,negative
R12869,P1440,Books,S265,U8511,4,FIVE STARS. GREAT SIZE AND FAST DELIVERY. WILL BUY AGAIN.,3,True,15,2021-08-16,105,57,10,positive
R12870,P1336,Sports,S341,U8104,4,Five stars. Great packaging and fast delivery.,1,True,0,2022-08-05,86,46,7,positive
R12871,P1449,Toys,S276,U5392,3,Decent product for the price. packaging is acceptable.,4,True,0,2024-05-07,25,54,8,neutral
R12872,P1339,Beauty,S248,U8549,3,Neither good nor bad; delivery could be better. Packaging was neat.,4,False,3,2021-12-26,80,67,11,neutral
R12873,P1387,Grocery,S236,U10373,4,GOOD VALUE FOR MONEY. WARRANTY IS TOP NOTCH.,5,True,0,2021-05-14,97,44,8,positive
R12874,P1478,Grocery,S235,U10796,4,Five stars. Great warranty and fast delivery.,5,True,0,2023-01-06,115,45,7,positive
R12875,P1218,Grocery,S259,U8198,1,Stopped working after a few days. Terrible price.,4,False,3,2021-03-04,47,49,8,negative
R12876,P1189,Beauty,S342,U5868,3,Decent product for the price. price is acceptable.,3,False,11,2023-04-04,68,50,8,neutral
R12877,P1106,Sports,S325,U7995,4,Five stars. Great fit and fast delivery.,3,True,0,2021-06-26,82,40,7,positive
R12878,P1233,Clothing,S218,U6278,5,Loved it — material exceeded my expectations. Packaging was neat.,7,False,1,2023-09-03,95,65,10,positive
R12879,P1011,Home & Kitchen,S264,U10434,5,"Excellent product, great quality, highly recommend!",1,True,1,2022-04-01,72,51,6,positive
R12880,P1002,Toys,S297,U11704,5,Five stars. Great material and fast delivery.,7,True,2,2024-12-05,82,45,7,positive
R12881,P1262,Sports,S244,U8646,5,"Excellent product, great packaging, highly recommend! Customer support helped.",3,True,0,2021-07-25,83,78,9,positive
R12882,P1248,Toys,S312,U6110,1,Bad experience — performance is subpar and delivery was late. Customer support helped.,8,True,3,2022-12-21,44,86,13,negative
R12883,P1445,Beauty,S240,U11494,4,Very satisfied with the delivery and performance. Works as expected.,5,True,0,2022-08-05,19,68,10,positive
R12884,P1006,Home & Kitchen,S283,U9391,4,Loved it — battery exceeded my expectations.,0,False,0,2024-04-25,67,44,7,positive
R12885,P1304,Clothing,S213,U7434,4,"EXCELLENT PRODUCT, GREAT QUALITY, HIGHLY RECOMMEND!",3,True,0,2024-05-24,114,51,6,positive
R12886,P1410,Electronics,S225,U5948,4,Good value for money. size is top notch.,2,True,0,2024-09-28,97,40,8,positive
R12887,P1015,Beauty,S338,U11766,3,It's okay. The fit is average.,7,True,0,2024-08-10,79,30,6,neutral
R12888,P1271,Toys,S223,U9850,3,It's okay. The delivery is average.,2,True,1,2024-09-23,61,35,6,neutral
R12889,P1184,Grocery,S344,U9008,3,It's okay. The performance is average.,3,True,0,2024-01-12,80,38,6,neutral
R12890,P1008,Grocery,S297,U11975,3,It's okay. The packaging is average.,2,False,0,2022-11-06,62,36,6,neutral
R12891,P1124,Electronics,S288,U7468,4,Five stars. Great packaging and fast delivery.,1,True,1,2021-07-15,63,46,7,positive
R12892,P1476,Toys,S248,U10372,3,Neither good nor bad; battery could be better.,3,True,1,2024-07-11,92,46,8,neutral
R12893,P1065,Toys,S310,U9510,3,IT'S OKAY. THE QUALITY IS AVERAGE. NOT WORTH THE PRICE.,3,True,26,2024-02-20,55,55,10,neutral
R12894,P1328,Clothing,S274,U10819,4,Very satisfied with the quality and performance. Works as expected.,3,True,0,2022-03-31,90,67,10,positive
R12895,P1421,Clothing,S310,U10412,3,Decent product for the price. price is acceptable.,1,False,0,2023-04-05,85,50,8,neutral
R12896,P1305,Grocery,S252,U9716,4,Good value for money. quality is top notch.,2,False,0,2023-02-02,101,43,8,positive
R12897,P1303,Sports,S313,U9687,4,"Excellent product, great battery, highly recommend!",3,True,0,2023-05-09,123,51,6,positive
R12898,P1308,Toys,S233,U8521,5,"Excellent product, great price, highly recommend!",4,True,0,2024-01-18,102,49,6,positive
R12899,P1219,Books,S273,U5121,1,Very disappointed. Poor material and arrived damaged.,2,True,1,2023-07-16,25,53,7,negative
R12900,P1387,Grocery,S236,U7239,1,Wrong size and bad packaging. fit was the main issue.,1,True,0,2021-07-10,36,53,10,negative
R12901,P1474,Electronics,S290,U6824,5,Five stars. Great material and fast delivery. Will buy again.,6,True,4,2022-07-29,122,61,10,positive
R12902,P1099,Grocery,S342,U8923,5,Five stars. Great material and fast delivery.,3,True,0,2022-09-10,107,45,7,positive
R12903,P1235,Home & Kitchen,S242,U11339,4,Very satisfied with the warranty and performance. Works as expected.,6,True,0,2022-05-08,103,68,10,positive
R12904,P1380,Toys,S284,U6153,3,It's okay. The battery is average.,3,True,0,2023-07-20,74,34,6,neutral
R12905,P1363,Beauty,S282,U6032,5,"Excellent product, great battery, highly recommend!",2,True,0,2021-08-10,98,51,6,positive
R12906,P1167,Beauty,S320,U9379,5,Good value for money. fit is top notch.,3,True,1,2021-12-23,97,39,8,positive
R12907,P1427,Books,S246,U9087,2,Wrong size and bad packaging. price was the main issue. Packaging was neat.,4,True,1,2022-03-13,73,75,13,negative
R12908,P1113,Toys,S223,U10383,5,Five stars. Great delivery and fast delivery.,3,True,0,2022-04-01,104,45,7,positive
R12909,P1434,Sports,S349,U5676,4,Five stars. Great fit and fast delivery.,0,True,0,2021-02-11,112,40,7,positive
R12910,P1466,Grocery,S301,U11784,3,Decent product for the price. delivery is acceptable.,3,True,8,2021-07-05,100,53,8,neutral
R12911,P1226,Sports,S308,U6293,4,Loved it — packaging exceeded my expectations.,0,True,0,2022-09-11,57,46,7,positive
R12912,P1044,Electronics,S296,U8336,5,Five stars. Great warranty and fast delivery.,2,True,0,2024-04-24,36,45,7,positive
R12913,P1090,Clothing,S283,U8326,3,Decent product for the price. material is acceptable.,4,True,0,2021-09-16,52,53,8,neutral
R12914,P1419,Grocery,S291,U7907,5,Very satisfied with the quality and performance. Works as expected. Not worth the price.,3,True,0,2023-01-04,106,88,14,positive
R12915,P1003,Beauty,S283,U6515,2,Very disappointed. Poor delivery and arrived damaged.,10,True,3,2022-05-14,57,53,7,negative
R12916,P1108,Toys,S261,U8061,4,Very satisfied with the price and performance. Works as expected.,4,True,6,2024-08-16,69,65,10,positive
R12917,P1011,Home & Kitchen,S264,U6505,5,Good value for money. price is top notch.,4,True,0,2024-10-18,98,41,8,positive
R12918,P1143,Toys,S270,U10734,4,"Excellent product, great warranty, highly recommend!",1,True,1,2023-07-10,96,52,6,positive
R12919,P1296,Books,S318,U10092,4,Very satisfied with the delivery and performance. Works as expected. Packaging was neat.,4,True,2,2022-04-25,99,88,13,positive
R12920,P1042,Beauty,S279,U8154,1,Wrong size and bad packaging. warranty was the main issue.,5,True,0,2022-08-17,0,58,10,negative
R12921,P1225,Electronics,S250,U11012,5,Very satisfied with the battery and performance. Works as expected.,2,True,0,2022-12-24,127,67,10,positive
R12922,P1100,Grocery,S202,U10551,1,Very disappointed. Poor price and arrived damaged.,2,True,1,2023-05-12,14,50,7,negative
R12923,P1364,Toys,S248,U8506,2,Very disappointed. Poor fit and arrived damaged.,5,True,1,2021-05-18,70,48,7,negative
R12924,P1064,Grocery,S227,U5217,4,Very satisfied with the price and performance. Works as expected.,2,True,0,2021-04-23,92,65,10,positive
R12925,P1208,Beauty,S244,U10424,3,Decent product for the price. packaging is acceptable.,3,True,3,2023-03-12,89,54,8,neutral
